id,severity,confidence,category,root_cause_candidate,file,line_start,line_end,symbol,description,evidence,reproduction,impact,recommended_fix,regression_test,status,reviewer,tools_used,adjudicacao
F-445,MEDIUM,HIGH,css,,templates/tarefas.html,55,57,.task-card.is-overdue,"--color-danger is NEVER DEFINED - variables.css defines --color-error and the legacy alias block does not alias danger. An undefined custom property makes the declaration invalid at computed-value time, so border-left-color resolves to currentColor (dark body text) rather than red",border-left-color: var(--color-danger) at 55 and 57,,"Overdue and cancelled tasks LOSE their only strong visual marker; the accent bar renders near-black, leaving only a faint tint. Overdue work stops standing out",Use var(--color-error) or add the alias,,ADDRESSED_UNVERIFIED,A08b-frontend,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-446,MEDIUM,MEDIUM,rate-limit-coupling,,tests/test_auth_session_consistency.py,379,386,test_login_rate_limit_still_active,Two real logins earlier in the same process SHARE the 5/minute login bucket with this test six attempts; the file relies on DEFINITION ORDER to stay under the limit,TESTS = [...] with the comment that globals() preserves definition order so the rate-limit test is last; _login() is called at 192 and 198,,"Reordering or adding a test that logs in flips _login() 200-assert into a 429 and produces a failure whose message says ""login valido deveria passar"" - a misdiagnosis. THREE separate files carry comments about avoiding this shared limit, i.e. the coupling is known and unmitigated",Reset the limiter between tests,,OPEN,A15a-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-447,MEDIUM,CONFIRMED,brittle-assertion,,tests/test_conversas_hotfix_filters_resp.py,223,223,todas retorna 6,Several suites assert EXACT CUMULATIVE ROW COUNTS that depend on every preceding block in the file,"check(todas6[""total""] == 6, ...); also test_conversas_service_window.py:364 and test_conversas_inbox_filters.py:299 (total == 252)",,Inserting a fixture anywhere above SILENTLY BREAKS an unrelated assertion far below; failures point at the wrong place and the pressure is to bump the magic number rather than investigate,Scope the counts by a per-block marker or assert deltas,,OPEN,A15b-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-448,MEDIUM,CONFIRMED,cannot-fail,,tests/test_conversas_inbox_filters.py,176,176,todos independe do usuario,"The assertion COMPARES AN EXPRESSION TO ITSELF, so it is true for every possible implementation; it is also executed while _U2 is the authenticated user so it fails to compare across users the way its message claims","check(names(""todos"") == names(""todos""), ""todos independe do usuario"")",,"A named invariant reports PASS while testing NOTHING. If todos were made to filter by atendente_id = current_user, this line still passes",Capture the list as the first user before the switch and assert equality across the two,,OPEN,A15b-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-449,MEDIUM,CONFIRMED,test-hygiene,,tests/test_conversas_media_storage.py,215,216,outside file + storage dirs,"Tests leave artefacts behind: a bare file written into scratch/ never removed, four media directories that accumulate across runs, and test_conversas_variables.py writing into conversas/uploads/media/","outside.write_text with no cleanup; leftover dirs observed: scratch/media_storage_test, media_audio_test, media_types_test, smoke_seed_media; plus conversas/uploads/media/asset_1.png OUTSIDE scratch entirely",,DB files are recreated per run but media directories are NOT - a stale asset from a previous run can satisfy an existence assertion for an asset the current run FAILED to write,"shutil.rmtree alongside the existing DB unlink, and set CONVERSAS_MEDIA_DIR under scratch/",,OPEN,A15b-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-450,MEDIUM,CONFIRMED,mock-erases-bug,,tests/test_conversas_operational_state.py,137,138,_schedule_agent_debounce stub,"The BIA scheduling assertions REPLACE THE SCHEDULER ITSELF with a list-append lambda, so the tests prove only that a call site is reached","wh._schedule_agent_debounce = lambda cid: scheduled.append(cid) with assertions at 195, 220, 378",,"The real 15s debounce - task cancellation on a second inbound, the _debounce_tasks dict, task leakage, and the interaction with the 240s agent timeout - is NEVER EXECUTED. _debounce_tasks is process-global mutable state with no coverage of cancellation or cleanup; a leaked task means DUPLICATE BIA REPLIES, or a reply for a conversation a human has since claimed",Focused async test with a shrunk debounce constant asserting cancellation and dict cleanup,,OPEN,A15b-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-451,MEDIUM,CONFIRMED,flakiness,,tests/test_conversas_operational_state.py,209,250,time.sleep FIFO ordering,"FIFO ordering is established by FOUR time.sleep calls (0.05, 0.02, 0.02, 0.05) relied upon to produce distinct queued_at values; test_conversas_queue.py:109 does the same for last_customer_msg_at",the sleeps then the sorted-order assertion at 249-250,,"Passes on today runners; a coarse clock or a loaded CI host collapses two timestamps and the FIFO assertion flips. The tie-break-by-id path that would save it is only tested for NULL queued_at, not for EQUAL non-NULL timestamps",Set queued_at explicitly to fixed spaced datetimes and add an equal-timestamp case,,OPEN,A15b-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-452,MEDIUM,CONFIRMED,mock-erases-bug,,tests/test_conversas_outbound.py,87,133,_DummyUser/_fake_ok,The canonical outbound test overrides get_current_user with a class literal and REPLACES THE FUNCTION UNDER TEST wholesale,dependency_overrides[get_current_user] = lambda: _DummyUser() at 93 and whatsapp.send_text_message = _fake_ok at 121-125; the same override pattern appears in 20 of the 28 assigned files,,"NEITHER the authorization of /messages NOR the construction of the real Meta request (URL, messaging_product, Authorization header, body shape, timeout) is ever checked. A malformed Meta payload passes EVERY outbound test in the suite. The only place any real request body is inspected is test_conversas_media_storage.py:296-300","Add a request-level test that patches httpx.AsyncClient and asserts URL, headers and JSON body",,OPEN,A15b-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-453,MEDIUM,CONFIRMED,grep-only-test,,tests/test_conversas_security.py,34,55,SEC-CONV-01 checks,The ONLY XSS test in the Conversas suite is four string/regex greps over conversas.js. It executes NO JavaScript and covers exactly ONE sink,"the two .replace substring checks at 34-37 and the src regex at 46/50; the loop at 50-55 runs ZERO assertions if the regex finds nothing, and its [^}]* body cannot match any interpolation containing a nested brace",,"UNPROTECTED: escaping of message BODY text, href/onclick/data-* sinks, innerHTML assembly outside the marker-delimited sections, and whether escapeHtml actually NEUTRALISES a payload. A rename that kept a broken escapeHtml still passes",jsdom/Playwright test rendering a real payload; keep the greps only as a supplement,,OPEN,A15b-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-454,MEDIUM,CONFIRMED,env-divergence-timezone,,tests/test_conversas_service_window.py,227,236,naive/aware normalisation,"The naive-datetime case is exercised only as a direct Python call plus one SQLite round-trip. On production Postgres the column is TIMESTAMPTZ and returns tz-AWARE values, so service_window_open takes a DIFFERENT BRANCH than it ever does in CI",the naive assertion at 228-232; conversation.py:26-27 documents the split; webhook.py:157-163 hard-codes a fixed UTC-3 offset with no DST test,,The branch that ACTUALLY RUNS IN PRODUCTION is the untested one. A session-timezone misconfiguration shifts the whole 24h window silently and CI cannot see it; business-hours auto-replies are off by an hour across DST transitions,"Parametrise over naive and aware including a non-UTC tzinfo, and replace the fixed offset with zoneinfo plus a DST-boundary test",,OPEN,A15b-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-455,MEDIUM,CONFIRMED,brittle-grep,,tests/test_conversas_service_window.py,572,584,guards do JS,Three frontend guards match EXACT SOURCE TEXT including literal newlines and hard-coded 8-space indentation,the guard strings at 572-574 and the tplSending check at 583; same pattern at test_conversas_inbox_filters.py:468-469,,"They break on any reformat that PRESERVES BEHAVIOUR, and pass unchanged if windowClosed() itself returns the wrong value. High-friction false failures train developers to edit assertions rather than investigate, while the real behaviours remain unprotected because NO JS IS EVER EXECUTED",Headless-DOM or Playwright check; at minimum normalise whitespace before matching,,OPEN,A15b-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-456,MEDIUM,CONFIRMED,test-encodes-wrong-behaviour,,tests/test_conversas_service_window.py,595,599,B - BIA intocados,"The suite asserts the 24h guard must be ABSENT from webhook.py and whatsapp.py, FREEZING the design in which every auto-reply, BIA response and n8n fallback sends free-form text with no window check","check(""_require_open_window"" not in wh_py, ...) and check(""service_window_open"" not in wa_py, ...)",,"Mostly benign, but NOT for the reaction path: webhook.py:346 sets opens_window = False for reactions while _send_auto_reply_if_needed still runs, so a reaction after 24h of silence triggers a free-form send into a CLOSED window. Also applies to the debounced n8n reply (up to 15s+240s later). Adding a guard would turn these assertions RED","Guard the auto-reply and agent forward with service_window_open, then invert these into behavioural tests",,OPEN,A15b-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-457,MEDIUM,CONFIRMED,coverage-gap,,tests/test_conversas_webhook.py,165,177,CASO 3 status update,Delivery-status handling is tested ONLY for the single happy transition sent -> delivered on an existing wamid,the single assertion at 175-176,,"Out-of-order callbacks (delivered after read), unknown/failed statuses with Meta error payloads, and statuses for an unknown wamid are ALL UNTESTED, so _process_status_update has no guard against a late delivered overwriting a terminal read. Meta explicitly does not guarantee ordering. A failed status carrying an error code has no asserted behaviour at all","Add out-of-order, failed-with-payload and unknown-wamid cases",,OPEN,A15b-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-458,MEDIUM,HIGH,grep-only-test,,tests/test_infra_compose_guard.py,34,83,module-level checks,"The whole file is substring/regex matching over docker-compose.yml, deploy.yml and .env.example; brittle against formatting, blind to semantics","check(""- conversas_media:/app/data/media"" in COMPOSE, ...) and COMPOSE.split(""volumes:"")[-1]",,"Reformatting the YAML breaks the test without breaking prod; conversely a volume declared but mounted read-only, or a healthcheck with a wrong interval, PASSES. The split() also silently examines the WRONG BLOCK if a service gains a volumes: key after the top-level one",Parse the YAML and assert on the parsed structure,,BLOCKED_OPERATOR,A15a-tests,read+grep (static); local python verification where noted,"correcao fora do repositorio (segredo, historico git, banco, n8n, Traefik ou VPS) — proibida por esta missao"
F-459,MEDIUM,HIGH,grep-only-test,,tests/test_kanban_ui.py,32,70,all four tests,The ENTIRE FILE asserts substrings of the rendered kanban template; no board behaviour is exercised,"assert ""updateCreateCardState"" in html, 'classList.add(""dragging"")' in html, etc.",,"Unprotected: the create-card button actually being disabled, the modal actually rendering as an overlay, column names actually being escaped AT RUNTIME, drag-and-drop reordering, and the WHOLE operational cards/checklists/comments API (35 routes, ZERO tests)",Execute the extracted template JS under node with a DOM stub - the pattern test_pipeline_target_clear.py already uses,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-460,MEDIUM,HIGH,mock-erases-bug,,tests/test_leads_deeplink_pinned.py,178,179,_HARNESS closeLeadModal stub,"The harness defines its OWN closeLeadModal and the real one is never loaded, yet the test claims to protect ""Mutation A""",the stub; _FUNCOES at 195-197 lists ten real functions but closeLeadModal is ABSENT; test_fechar_modal_nao_limpa_o_destaque at 298 then calls the stub,,"The behavioural claim is asserted against TEST-OWNED CODE. Only the static grep at 586 touches the real function, and it would pass if the real closeLeadModal cleared the highlight INDIRECTLY",Load the real closeLeadModal into _FUNCOES like the other functions,,OPEN,A15a-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-461,MEDIUM,HIGH,env-divergence,,tests/test_leads_destino_filter_dialect.py,46,76,_sql/test_ramo_postgres_faz_cast_para_jsonb,"The whole file monkeypatches modulo.IS_SQLITE and only inspects compiled SQL TEXT; it proves the CAST(... AS JSONB) @> string is emitted, not that it returns the right rows",the compile with literal_binds then the substring asserts,,"The original production bug is now string-guarded, but semantic divergences of @> on jsonb arrays remain untested; the SQLite branch uses LIKE over stringified JSON, which will ALSO MATCH SUBSTRINGS ACROSS ELEMENT BOUNDARIES (destino ""Ata"" matches ""Atacama"") - a false positive Postgres @> would not produce","Row-level tests against Postgres, plus a SQLite case proving a partial token does not match",,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-462,MEDIUM,CONFIRMED,silent-skip,,tests/test_leads_keyset_pagination.py,243,251,test_lead_em_dois_funis_nao_encolhe_a_pagina,The assertion that a lead in two funnels reports both is inside `if alvo:`,"alvo = next(..., None) then if alvo: assert len(alvo[""funis""]) == 2",,"If ordering changes so the two-funnel lead falls off page 1, the joinedload-multiplication guard SILENTLY STOPS RUNNING",Query the lead by id directly,,OPEN,A15a-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-463,MEDIUM,HIGH,env-divergence,,tests/test_leads_keyset_pagination.py,258,300,_oraculo/FILTROS,"The Python oracle uses Unicode-aware str.lower() while the SQL side runs SQLite LIKE/ILIKE, and the ENTIRE SEED IS ASCII, so the two can never disagree","the oracle comprehension; seed names are f""Lead {i:03d}"" + "" Joao"" (no accent); FILTROS search terms are all ASCII",,Real leads are Brazilian names WITH ACCENTS; case/accent-insensitive search differs between SQLite and Postgres. NEITHER production dialect path is behaviourally tested - SQLite is the only gate,Seed accented names and add search cases for them,,OPEN,A15a-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-464,MEDIUM,HIGH,shared-state,,tests/test_leads_keyset_pagination.py,531,573,test_query_count_constante_com_o_volume,"Inserts 4880 extra leads into the DB SHARED by every test in the file, then deletes them by NAME PATTERN in a finally block; tests run alphabetically so this executes BEFORE several set-equality tests","bulk_insert_mappings up to 5000 then delete where nome like ""bulk %""",,Any failure between insert and cleanup leaves 5000 rows and every later test asserting total == N fails with a MISLEADING message. It is also the single biggest contributor to this file runtime,"Use a dedicated marker or a savepoint rollback, and move the volume test into its own database",,OPEN,A15a-tests,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-465,MEDIUM,HIGH,coverage-gap,,tests/test_leads_responsavel_atomic.py,101,149,whole file,"""Atomicity"" is proven ONLY for the exception-rollback path on SQLite; no concurrency, no locking","two tests only, both single-threaded against SQLite",,"SELECT ... FOR UPDATE is a SILENT NO-OP on SQLite and SQLite serialises writers anyway, so a missing row lock cannot be detected here; concurrent responsavel changes on Postgres are untested","Concurrency test against Postgres, or assert the production query uses with_for_update() when not IS_SQLITE",,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-466,MEDIUM,HIGH,swallowed-exception,,tests/test_leads_responsavel_atomic.py,138,141,test_falha_no_historico_reverte_a_troca,The PUT that is supposed to fail is wrapped in a bare `except RuntimeError: pass`,try: client.put(...) except RuntimeError: pass,,"If the route starts catching the error internally and returns 500 AFTER committing, the exception never surfaces; only the subsequent state comparison saves the test. The injection point is a MODULE ATTRIBUTE (pipeline.LeadHistory = _explode) that depends on the router keeping its function-local import - moving that import to module scope SILENTLY DISARMS the fault injection",Assert the response status explicitly and assert _explode was actually invoked,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-467,MEDIUM,HIGH,brittle-guard,,tests/test_leads_segment_drift.py,154,169,test_compose_crm_recebe_internal_ai_auth_secret,Asserts an EXACT GLOBAL OCCURRENCE COUNT of a variable name in docker-compose.yml,"assert text.count(""INTERNAL_AI_AUTH_SECRET"") == 2",,"Any legitimate change - a comment mentioning the variable, passing it to a second service, an env_file refactor - turns this RED for no security reason; it encodes a formatting accident as a requirement and BLOCKS FUTURE EDITS",Assert presence-in-crm/absence-elsewhere against the parsed YAML (the sibling test at 172-183 already does this correctly),,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-468,MEDIUM,HIGH,resource-leak,,tests/test_perf_query_count.py,90,94,_setup,TestClient is ENTERED and NEVER EXITED; _setup() is not cached so all three tests create and enter a separate client (3 leaked anyio portals + 3 logins per run),"client.__enter__() with no matching __exit__; the same leak in test_leads_deeplink_pinned.py:98, test_leads_keyset_pagination.py:150, test_pipeline_review_final.py:128, test_pipeline_stage_pagination.py:130, test_pipeline_target_highlight.py:94, test_segments_sql_count.py:173",,"A never-stopped blocking portal keeps a non-daemon worker thread alive; interpreter shutdown must join it - the exact class of defect that produces the test_hub-style hang, and it triples lifespan cost in the perf file",Use `with TestClient(app) as client:` and cache the client,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-469,MEDIUM,CONFIRMED,tautological-test,,tests/test_pipeline_review_final.py,375,385,test_queries_novas_compilam_em_postgresql,"_stage_query IS production, but the ORDER BY and the keyset tuple_ comparison asserted at 379-381 are APPENDED BY THE TEST ITSELF","q = q.order_by(...); q = q.filter(tuple_(...) < (...)) then assert ""order by"" in baixo",,The assertions about the keyset ORDER BY and the tie-break can NEVER FAIL regardless of what the endpoint does,Assert on the SQL the endpoint itself builds,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-470,MEDIUM,MEDIUM,shared-state,,tests/test_pipeline_stage_pagination.py,331,353,test_mover_lead_coloca_no_topo_da_etapa_destino,"Mutates the SHARED seeded board and ""restores"" it with a second move that rewrites updated_at and does NOT restore posicao",the two PUT /move calls with the comment about not contaminating other tests,,The restore only HAPPENS to be harmless because the moved entry was already the newest; any change to the seed ordering makes the alphabetically later ordering/pagination tests depend on this test having run,Give the move test its own funnel/stage,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-471,MEDIUM,CONFIRMED,silent-skip,,tests/test_pipeline_target_highlight.py,144,152,test_animacao_e_curta_e_nao_infinita,"The whole body is inside `if ""animation"" in bloco:` - removing the animation property makes every assertion EVAPORATE",the if wrapping the infinite/duration/prefers-reduced-motion asserts,,Renaming the CSS property or moving the animation silently disables the reduced-motion accessibility check,Assert the animation exists instead of branching on it,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-472,MEDIUM,HIGH,grep-only-test,,tests/test_security_greps.py,41,44,test_no_raw_destructive_sql,Greps for literal DROP TABLE / DELETE FROM in app/ and migrations/ only,the regex,,"EVERY real deletion in this codebase goes through the ORM (db.query(...).delete()) and is INVISIBLE to the grep; the test protects against a spelling, not against data loss. It would also keep passing after a refactor that builds the same SQL via text(""DELETE "" + ""FROM ..."")","Test the behaviour that matters (authorization on destructive endpoints, cascade rules)",,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-473,MEDIUM,HIGH,env-divergence,,tests/test_segments_sql_count.py,509,566,the Postgres tests,EVERY Postgres claim in this file is a SUBSTRING CHECK on compiled SQL text; no Postgres engine ever executes it,"assert ""jsonb_typeof"" in pg_sql, ""jsonb_each_text"" in sql, ""ESCAPE"" in sql, ""@>"" in sql - the behavioural oracle comparison runs only on SQLite",,"The file own docstring concedes it. SQL that contains the right tokens but is SEMANTICALLY WRONG on Postgres (wrong cast order, wrong ESCAPE char, NULL handling in jsonb_each_text) ships unnoticed","Add a Postgres job, or assert on a parsed plan",,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-474,MEDIUM,HIGH,env-divergence,,tests/test_segments_sql_count.py,74,74,"SEMENTE case ""acento""","The adversarial seed ADVERTISES an accent case but uses UNACCENTED ASCII, so the SQLite-only lower() divergence is never exercised","(""acento"", {""origem"": ""Indicacao""}, ...) - no cedilla, no accent; no FILTROS entry uses a non-ASCII campo_valor either",,"app/query_filters.py wraps both sides in func.lower(); SQLite lower() is ASCII-ONLY while Postgres is locale-aware, so a key/value like Endereco/ENDERECO matches in production and would NOT match under the test DB. Every set-equality test here is BLIND to it",Add seed rows and FILTROS entries with real accented keys/values,,OPEN,A15a-tests,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-475,LOW,CONFIRMED,dead-config,,.env.example,10,10,ALGORITHM,ALGORITHM=HS256 is documented as a tunable but read by nothing - both services hardcode it,app/config.py:24 and conversas/app/config.py:18 are literals,,An operator attempting RS256/EdDSA by editing .env sees no effect and no error,Remove the line or make both configs read it,,OPEN,A14-devops,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-476,LOW,HIGH,insecure-default-configuration,,.env.example,42,44,CONVERSAS_SEED_DEV_DATA,"An operator who copies .env.example to .env and adds an env_file/passthrough for conversas (compose:112-128 does NOT currently pass this variable, WHICH IS WHAT SAVES THE DEPLOYMENT TODAY). With the flag on, conversas seeds an account with role=""admin"" into the SHARED users table using an UNSALTED SHA-256 password, and switches /api/auth/login from the CRM proxy to LOCAL SHA-256 verification","CONVERSAS_SEED_DEV_DATA=true with CONVERSAS_DEV_PASSWORD, consumed by seed.py:53 and routers/auth.py:79-88",,"A PRODUCTION ADMIN ACCOUNT protected by an unsalted single-round SHA-256 hash (trivially cracked from any DB read, e.g. via the AI SQL tool finding), plus an authentication path that bypasses the CRM bcrypt AND its login rate limit","Ship .env.example with false, and make both the seed and the local login branch refuse to run when ENVIRONMENT == production regardless of the flag",,BLOCKED_OPERATOR,SEC-threat,read+grep (static); local python verification where noted,"correcao fora do repositorio (segredo, historico git, banco, n8n, Traefik ou VPS) — proibida por esta missao"
F-477,LOW,CONFIRMED,supply-chain,,.github/workflows/deploy.yml,50,50,action pinning,All third-party actions are pinned to mutable tags and neither workflow restricts GITHUB_TOKEN permissions,"deploy.yml:50, test.yml:26, test.yml:28; no permissions: block in either file",,appleboy/ssh-action@v1 is handed the VPS password on every deploy so a tag repoint is direct credential theft; GITHUB_TOKEN inherits the repository default which may be read-write,Pin every uses: to a full SHA and add permissions: contents: read,,OPEN,A14-devops,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-478,LOW,HIGH,fragile-authorization,,app/auth.py,200,207,require_admin,"The admin gate compares the ORM attribute to a raw lowercase literal; it works only because UserRole is a str-mixin Enum, and it is textually the exact comparison that caused a production 403 incident in the sibling service","if current_user.role != ""admin"" against Column(SAEnum(UserRole)); SQLAlchemy persists the member NAME ""ADMIN"" and loads UserRole.ADMIN which equals ""admin"" via the str mixin; conversas/app/auth.py:121-149 documents the same comparison failing",,"Fails CLOSED (locks all admins out of every require_admin route) the moment the str mixin is dropped, the column becomes String, or the model is read through a mirroring declaration. Two services hold two divergent notions of admin",One shared normalizer with the semantics of conversas.app.auth.is_admin_role in both services,,OPEN,A02-auth,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-479,LOW,MEDIUM,latent-injection,,app/auth.py,232,241,page_login_redirect,next_url is interpolated into the redirect URL without percent-encoding so a value containing & # or ? would corrupt the query string; currently unreachable because every call site passes a literal,"RedirectResponse(url=f""/login?next={next_url}"") with no quote(); all ten call sites in app/routers/pages.py pass nothing or the hardcoded ""/gestao/pendencias""; header injection is blocked by Starlette quoting; the consumer static/js/login.js:9-21 safeNext() correctly rejects cross-origin",,No live exploit; the risk is a future caller forwarding user-supplied next into this helper,"quote(next_url, safe=""/"") or urlencode",,OPEN,A02-auth,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-480,LOW,CONFIRMED,session-management,,app/auth.py,34,48,create_access_token/decode_token,"Any attacker holding a stolen token, for up to 8 hours. Tokens carry NO jti, NO aud, NO iss, and there is NO DENYLIST - logout only deletes the browser cookie so the token itself STAYS VALID; deactivating a user works only because _get_user_from_jwt re-checks is_active per request. Because the two services share the key and the claim set, a token minted by EITHER is accepted by the OTHER with no audience separation",the encode/decode calls,,"A leaked token CANNOT BE REVOKED before expiry and ""log out everywhere"" is impossible; a token intended for conversas grants CRM access and vice versa","jti + a revocation table, or shorter expiry with refresh tokens; distinct aud per service",,RESOLVED,SEC-threat,read+grep (static); local python verification where noted,regiao alterada nesta branch e arquivo coberto por teste de regressao desta auditoria
F-481,LOW,CONFIRMED,observability,,app/auth.py,42,48,decode_token,"Every JWT failure mode collapses into None so expired, wrong-key and forged tokens are indistinguishable to callers and logs",try/except JWTError: return None; consequence acknowledged in-file at 242-244; page_login_redirect logs reason=invalid_session for both,,Active signature-forgery attempts (the signal that SECRET_KEY leaked) are buried in routine expiry noise with no alertable event. The algorithm IS correctly pinned so no alg-confusion bypass exists,Catch ExpiredSignatureError separately and return a reason so expiry logs at INFO and signature failure at WARNING,,OPEN,A02-auth,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-482,LOW,CONFIRMED,dead-config,,app/config.py,80,80,API_KEY_EXPIRY_DAYS,A configured API-key expiry policy is NEVER IMPLEMENTED; the n8n key is permanent,config.py:80 is the ONLY occurrence in the repo; _get_user_from_api_key checks only the hash and is_active; models/user.py:24 stores NO issue timestamp so expiry could not be computed even if checked; the key is what every n8n tool node presents,,"The single long-lived credential that lets an INTERNET-REACHABLE n8n mutate the CRM NEVER ROTATES OR EXPIRES, and the config knob gives operators FALSE CONFIDENCE that it does",Implement expiry or delete the setting,,OPEN,ARCH-crossfile,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-483,LOW,MEDIUM,session-lifecycle,,app/database.py,35,41,get_db,get_db never rolls back on exception and the engine is never disposed at shutdown,try/yield/finally close with no except/rollback; main.py:70-71 shutdown is empty and never calls engine.dispose(),,"The pool return-rollback covers the common case, but a handler that performed an INTERMEDIATE db.commit() and then raised leaves that partial write persisted with no compensating action and no log; on SIGTERM pooled connections are torn down by TCP rather than released, which matters given the tight CONNECTION LIMIT 30",Add except: db.rollback(); raise to get_db and call engine.dispose() in shutdown,,OPEN,A01-core,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-484,LOW,CONFIRMED,single-source-of-truth-violated,,app/limiter.py,3,12,module docstring,"The module documents that the duplicate Limiter instance was eliminated, but app/routers/ai.py still creates a second one","limiter.py:5-11 claims a single instance; ai.py:24 _ai_limiter = Limiter(...) and ai.py:333 @_ai_limiter.limit(""20/minute""); slowapi/middleware.py:105 _should_exempt consults app.state.limiter._route_limits in which ai_chat is NOT registered, so the middleware does not exempt the route",,/api/ai/chat is charged against BOTH the global 200/min bucket and a private 20/min bucket in a second independent store that app.state.limiter cannot inspect; the next engineer will trust a docstring that no longer describes the code,Import the shared instance in ai.py and delete _ai_limiter,,OPEN,A01-core,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-485,LOW,CONFIRMED,fragile-path,,app/main.py,131,131,app.mount,Static files are mounted from a CWD-relative directory validated at import time,"app.mount(""/static"", StaticFiles(directory=""static"")) with check_dir=True raising immediately; pages.py:10 and operational_pages.py:10 repeat the pattern with Jinja2Templates(directory=""templates"")",,Works only because Dockerfile sets WORKDIR /app; any invocation from another directory fails at import with an error naming static files rather than the actual CWD problem,Build the path from __file__ as UPLOAD_DIR already does,,OPEN,A01-core,read+grep (static); local python verification where noted,regiao nao alterada nesta branch
F-486,LOW,CONFIRMED,middleware-order,,app/main.py,88,128,add_middleware,Unhandled 500 responses bypass both SecurityHeadersMiddleware and CORSMiddleware because ServerErrorMiddleware sits outside all user middleware,starlette/applications.py builds ServerError -> SecurityHeaders -> CORS -> SlowAPI -> ExceptionMiddleware -> router,,"Every uncaught exception yields a 500 with no security headers and no Access-Control-Allow-Origin, so a cross-origin caller sees a generic CORS failure instead of the real 500. 429s and HTTPExceptions DO get the headers",Apply the security headers from a pure-ASGI wrapper installed around app so it is genuinely outermost,,ADDRESSED_UNVERIFIED,A01-core,read+grep (static); local python verification where noted,"regiao alterada nesta branch, sem teste desta auditoria apontando para o arquivo — nao afirmo que o defeito acabou"
F-487,LOW,CONFIRMED,performance,,app/models/tag.py,9,14,lead_tags,"The association table is indexed only by the composite PK leading column, so the ""leads carrying tag X"" direction has NO usable index","the composite PK is (lead_id, tag_id), leaving tag_id unindexed; the segment engine filters that direction at 19k-lead scale",,Sequential scan of lead_tags on every tag-based segment resolution,Index on tag_id (same for user_teams.team_id),,OPEN,A03-models,read+grep (static); local python verification where noted,arquivo nao alterado nesta branch
F-488,LOW,CONFIRMED,dialect-divergence,,app/query_filters.py,17,41,_ESPACOS,"The comment claims _ESPACOS matches what str.strip() removes, but it lists only six ASCII characters while str.strip() also removes NBSP, \x1c-\x1f, \x85 and the U+2000 block","_ESPACOS = "" \t\n\r\v\f"" used as func.trim against a Python-side .strip()",,"A key pasted from a spreadsheet with a leading NBSP is trimmed on the Python side but not on the SQL side, so the filter silently matches NOTHING","Restrict the Python side to .strip(_ESPACOS) so both agree, or normalize at write time",,RESOLVED,PASS2-highrisk,read+grep (static); local python verification where noted,regiao alterada nesta branch e arquivo coberto por teste de regressao desta auditoria
